ID,Region,Duration,Winner,Hero1,K1,D1,A1,XPM1,GPM1,DMG1,Hero2,K2,D2,A2,XPM2,GPM2,DMG2,Hero3,K3,D3,A3,XPM3,GPM3,DMG3,Hero4,K4,D4,A4,XPM4,GPM4,DMG4,Hero5,K5,D5,A5,XPM5,GPM5,DMG5,Hero6,K6,D6,A6,XPM6,GPM6,DMG6,Hero7,K7,D7,A7,XPM7,GPM7,DMG7,Hero8,K8,D8,A8,XPM8,GPM8,DMG8,Hero9,K9,D9,A9,XPM9,GPM9,DMG9,Hero10,K10,D10,A10,XPM10,GPM10,DMG10
2276337823,China,21:11,Radiant,lone-druid,1,0,3,456,528,3k,bounty-hunter,3,2,4,231,312,4.4k,invoker,4,0,3,524,535,9.1k,leshrac,2,0,2,429,486,6.1k,lion,2,2,4,215,253,3.3k,earth-spirit,0,3,4,136,167,2.7k,weaver,0,4,2,310,365,2.6k,tidehunter,0,1,4,318,322,848,pugna,4,1,0,198,240,4.9k,phantom-lancer,0,3,2,398,352,3.6k
2276317526,SE Asia,30:08,Radiant,jakiro,9,3,16,544,491,13.2k,oracle,7,2,10,277,303,7.6k,doom,6,2,18,450,428,9.9k,earth-spirit,5,5,27,383,347,11.9k,medusa,7,5,18,499,532,10.7k,vengeful-spirit,2,13,11,166,219,4.5k,night-stalker,4,4,5,322,308,7.1k,outworld-devourer,5,9,4,469,468,8.4k,sven,2,4,2,548,506,3.8k,batrider,4,7,8,363,365,10.7k
2276292122,China,38:36,Radiant,ember-spirit,8,5,14,611,575,14k,earth-spirit,10,7,19,326,363,13.1k,invoker,5,0,18,561,607,14.9k,slardar,2,6,10,439,363,4.8k,nyx-assassin,17,3,13,540,442,19.6k,legion-commander,1,5,12,391,353,6.9k,tidehunter,4,8,11,345,294,11.6k,lina,7,12,1,302,326,7.6k,silencer,1,12,10,170,148,6.2k,sven,7,5,3,631,493,10.5k
2276264612,China,39:56,Dire,lion,2,7,10,257,234,7k,death-prophet,8,7,7,478,395,18k,winter-wyvern,3,7,8,296,301,5.1k,lone-druid,5,8,5,422,459,6.6k,sven,2,7,9,470,426,8.5k,ursa,18,4,9,579,563,22.9k,earth-spirit,3,8,14,294,289,5.4k,slardar,3,3,15,474,380,2.7k,alchemist,10,5,13,798,955,22k,dazzle,1,1,23,398,322,2.8k
2276307873,China,17:14,Dire,oracle,2,3,10,225,233,5.1k,gyrocopter,1,6,2,369,388,5.7k,legion-commander,1,3,5,234,300,3k,windranger,1,3,4,270,287,4.8k,invoker,4,5,3,435,413,6.7k,silencer,7,4,10,419,449,10.6k,witch-doctor,5,1,10,384,322,4.6k,sven,1,1,13,475,566,5.8k,beastmaster,4,0,9,497,428,5k,io,2,4,11,272,252,2.9k
2276225636,China,33:58,Radiant,puck,12,1,10,601,552,16.5k,doom,5,3,12,402,441,5.8k,natures-prophet,3,5,15,476,517,6.6k,witch-doctor,2,4,7,335,323,4.6k,sven,4,0,5,729,721,7k,faceless-void,2,7,4,376,333,3.5k,phoenix,2,3,8,289,231,4.7k,troll-warlord,4,6,3,543,491,7k,invoker,5,4,3,507,547,8k,rubick,0,6,5,150,162,1.2k
2276211103,China,46:22,Radiant,alchemist,15,8,23,698,976,26.2k,lion,3,10,14,261,245,6.7k,razor,12,6,19,634,550,19.6k,death-prophet,8,10,20,455,398,13.9k,bounty-hunter,6,7,26,342,383,9k,lina,9,8,21,447,410,15.4k,spectre,14,8,22,710,667,22.5k,spirit-breaker,5,10,25,394,332,7.7k,witch-doctor,3,6,28,294,294,6.5k,doom,9,12,24,315,378,13.6k
2276191055,China,26:21,Dire,spectre,2,3,4,272,309,5.6k,death-prophet,1,7,3,386,357,6k,earthshaker,2,7,4,206,213,4.2k,vengeful-spirit,2,10,6,143,170,4.1k,visage,2,7,4,125,213,3.9k,beastmaster,5,3,21,424,455,11k,ember-spirit,9,1,18,626,574,14.6k,invoker,5,1,13,479,477,9.3k,lion,5,3,8,236,272,5.7k,undying,9,2,16,289,321,6.1k
2276174241,China,33:17,Radiant,sven,5,2,9,537,592,8.6k,tidehunter,3,3,12,416,410,4.9k,meepo,9,8,9,651,472,12.4k,vengeful-spirit,7,2,15,297,352,7.3k,dazzle,2,4,12,220,289,2.6k,lone-druid,0,2,9,516,459,10.6k,lion,1,4,6,212,194,4.6k,clinkz,4,5,4,451,452,9.1k,death-prophet,9,8,6,386,401,16.1k,doom,2,7,7,329,377,4.9k
2276143929,China,47:49,Dire,invoker,6,3,5,460,533,13.1k,vengeful-spirit,1,7,10,193,186,4k,drow-ranger,0,8,11,386,444,5.7k,natures-prophet,8,4,6,468,545,15k,spirit-breaker,1,12,9,174,208,4k,lion,10,2,19,385,364,9.2k,bounty-hunter,6,6,23,286,393,10.1k,phantom-lancer,6,3,20,578,552,10.8k,batrider,6,2,20,439,419,10k,lone-druid,4,3,21,495,626,9.5k
2276149987,China,38:43,Radiant,spirit-breaker,4,9,30,396,366,9.1k,phoenix,6,10,22,265,308,9k,slark,8,4,5,506,514,6.4k,doom,11,3,20,637,507,16.9k,death-prophet,9,2,18,581,514,13.8k,faceless-void,4,8,10,369,317,5.3k,medusa,1,6,9,500,415,9.5k,bounty-hunter,1,7,12,295,276,7k,lina,12,9,4,295,331,14.5k,lich,8,8,11,303,270,12.7k
2276153128,China,36:55,Radiant,sven,10,5,12,677,669,14.4k,bounty-hunter,5,4,19,332,397,4.8k,vengeful-spirit,3,8,14,289,280,5.9k,slark,5,4,14,589,548,11.7k,batrider,5,8,13,493,444,9.7k,oracle,6,6,11,275,261,4.4k,outworld-devourer,4,4,11,455,443,12.3k,night-stalker,5,3,14,358,341,11.5k,juggernaut,6,8,10,450,429,11.9k,phoenix,7,8,12,341,307,10.4k
2276096655,SE Asia,1:01:14,Radiant,witch-doctor,3,8,24,389,297,11.5k,outworld-devourer,13,7,13,525,504,17.5k,vengeful-spirit,1,8,30,413,273,6.9k,natures-prophet,6,4,19,490,516,13k,juggernaut,19,4,13,529,662,23.3k,enchantress,5,10,7,264,292,9k,ember-spirit,10,3,13,529,646,18.6k,invoker,6,9,17,452,500,14.3k,dark-seer,3,10,17,322,370,10k,lion,6,10,11,255,218,6k
2276142931,China,22:21,Dire,puck,2,4,12,369,364,8.1k,spirit-breaker,2,6,15,213,244,6.1k,spectre,10,2,4,391,438,9.4k,witch-doctor,0,5,9,241,222,3.9k,natures-prophet,4,5,9,315,378,6.3k,io,0,9,14,226,244,2k,outworld-devourer,9,2,6,486,569,11.1k,bristleback,5,2,11,449,589,11.6k,dazzle,2,3,9,309,321,3.3k,ember-spirit,4,2,8,470,525,6.1k
2276150078,China,15:12,Radiant,earthshaker,4,2,6,335,339,3.5k,doom,5,0,7,312,338,3.5k,puck,2,1,7,375,328,4.5k,spectre,5,0,9,433,436,6.6k,lion,0,0,8,277,225,2.7k,death-prophet,0,3,0,331,333,5.1k,vengeful-spirit,1,5,1,103,160,1.1k,lone-druid,0,2,1,378,410,2k,oracle,0,2,2,141,170,707,natures-prophet,1,4,2,352,438,2.6k
2276081725,China,22:23,Radiant,alchemist,5,2,10,593,651,12.4k,morphling,7,2,2,536,505,8.9k,doom,2,3,4,225,248,5.4k,dazzle,2,3,7,229,204,2k,slardar,1,5,6,298,245,3.3k,gyrocopter,4,5,8,354,411,15.6k,windranger,3,2,4,391,374,6.5k,oracle,8,3,4,298,309,7.3k,bounty-hunter,0,5,7,191,210,1.9k,faceless-void,0,4,9,301,230,6.2k
2275976973,China,1:11:15,Dire,bristleback,5,8,10,472,462,12k,enchantress,5,9,13,317,303,9.5k,batrider,7,9,15,335,338,14.5k,lion,2,10,13,316,230,8k,phantom-lancer,12,5,12,456,640,20.6k,invoker,7,5,18,454,536,14.3k,gyrocopter,24,4,14,454,656,35.6k,earth-spirit,3,11,27,322,232,10.4k,faceless-void,1,5,37,424,285,4.4k,rubick,6,7,28,354,274,6.3k
2275982533,China,30:36,Radiant,alchemist,5,2,7,697,986,18.2k,lone-druid,4,2,6,483,568,7.4k,doom,10,6,6,450,507,17.1k,weaver,3,1,11,498,557,9.2k,zeus,1,3,9,228,316,10.9k,omniknight,1,4,7,210,221,3.3k,spectre,3,6,7,456,394,8.9k,bristleback,3,4,4,391,387,9k,earthshaker,1,5,7,207,193,4.5k,lina,6,5,4,398,364,11.8k
2275939362,China,35:52,Dire,enchantress,3,6,4,265,260,6.3k,ember-spirit,5,1,5,651,636,13.3k,ursa,1,7,1,233,275,2.1k,lion,0,11,9,215,212,2k,death-prophet,8,7,3,426,447,10.7k,lifestealer,9,2,12,647,639,10.5k,broodmother,7,4,9,499,547,9.8k,phoenix,9,2,16,377,392,8.7k,invoker,2,5,18,664,582,12.1k,winter-wyvern,5,4,9,343,382,4.5k
2275929169,China,26:05,Dire,juggernaut,5,6,4,467,420,7.9k,bounty-hunter,1,11,12,147,216,3.8k,phantom-lancer,5,5,4,378,404,6.1k,oracle,3,5,5,219,237,3.6k,doom,0,9,11,230,264,6.2k,tusk,3,2,23,342,345,4.5k,chaos-knight,8,4,12,477,565,10.7k,outworld-devourer,16,1,9,693,653,18.7k,batrider,3,4,15,388,386,4.9k,io,4,3,13,316,294,4.9k
2275932541,China,14:55,Radiant,chen,4,0,5,394,477,4.5k,dragon-knight,1,1,1,401,535,2.5k,juggernaut,2,0,6,394,530,4.7k,dazzle,1,0,6,274,342,2.6k,beastmaster,3,1,6,425,481,3.9k,faceless-void,0,4,3,364,298,2.2k,witch-doctor,0,2,0,144,109,1.1k,clinkz,0,2,1,238,294,3.6k,enigma,2,3,0,272,324,2.6k,invoker,0,0,1,467,407,3k
2275897953,China,36:25,Dire,doom,5,5,6,477,380,10.1k,lion,3,9,9,249,248,5.8k,shadow-shaman,5,13,8,345,385,4.7k,spectre,4,9,10,326,331,10.5k,timbersaw,12,9,8,630,547,23.1k,alchemist,16,6,16,890,984,24.9k,beastmaster,3,6,14,423,444,6.2k,lich,0,6,16,352,293,5.8k,clinkz,21,6,8,764,711,26.2k,bounty-hunter,5,5,25,267,430,9.4k
2275937173,China,10:28,Radiant,silencer,1,0,4,403,380,7.1k,vengeful-spirit,3,1,3,216,268,2.1k,gyrocopter,4,0,3,404,468,5.3k,lone-druid,1,0,2,342,372,621,broodmother,2,0,0,538,404,3.2k,juggernaut,0,1,0,437,327,615,spirit-breaker,0,4,0,92,106,1.1k,tidehunter,0,1,0,205,171,1.1k,oracle,0,3,2,119,111,2.1k,zeus,0,2,1,258,221,3.2k
2275852715,China,28:35,Dire,natures-prophet,5,4,2,413,452,8.9k,dazzle,1,6,2,174,217,1.7k,enchantress,2,7,3,298,251,3.2k,venomancer,0,5,4,324,340,6.5k,death-prophet,1,3,5,489,445,7.4k,earth-spirit,3,1,17,437,310,7.7k,broodmother,12,4,6,575,546,11.3k,witch-doctor,2,2,11,326,320,3.7k,sven,3,0,7,828,742,3.9k,zeus,5,3,11,503,475,21.8k
2275851680,China,24:28,Radiant,batrider,2,3,7,451,425,2k,spectre,8,0,14,545,543,12.5k,phoenix,5,1,10,322,333,5.5k,tiny,5,2,5,485,543,11k,earth-spirit,6,0,11,317,333,6k,enchantress,1,8,1,305,277,4.6k,slark,3,2,1,485,458,3.3k,night-stalker,1,5,4,269,235,2.4k,witch-doctor,0,6,1,171,143,980,juggernaut,0,6,2,336,316,4.9k
2275850886,China,39:13,Radiant,invoker,8,2,14,672,670,11.8k,winter-wyvern,3,5,17,336,342,6.8k,beastmaster,1,5,8,308,325,3.7k,clinkz,11,4,11,593,557,14.1k,spirit-breaker,4,6,18,263,282,4.5k,natures-prophet,1,8,17,282,394,6.3k,vengeful-spirit,0,5,11,219,198,2.5k,death-prophet,7,5,3,450,491,7.6k,night-stalker,3,7,10,282,273,4.1k,gyrocopter,11,3,10,521,539,14.9k
2275851257,China,25:00,Radiant,tusk,4,2,21,317,343,6.1k,gyrocopter,4,3,10,498,545,4.7k,slardar,3,4,15,354,348,5.1k,enchantress,8,2,10,373,407,7.2k,outworld-devourer,12,1,8,591,578,13.5k,invoker,0,5,5,357,356,4.5k,drow-ranger,2,8,8,281,322,3.4k,natures-prophet,6,7,6,406,455,9.2k,phoenix,2,5,7,200,215,5.6k,spirit-breaker,1,6,9,169,206,2.6k
2275822595,China,31:29,Dire,pugna,3,8,6,280,287,12.9k,lone-druid,5,1,4,683,618,9.6k,venomancer,1,13,6,203,256,5.8k,earthshaker,0,11,7,143,181,3.1k,spectre,3,6,7,337,367,8.6k,alchemist,2,4,12,690,982,10.5k,clinkz,8,4,7,484,570,9.7k,zeus,16,3,14,363,463,25.4k,faceless-void,7,3,20,427,492,8.8k,lich,6,0,13,437,403,9.4k
2275772458,China,50:48,Dire,invoker,3,8,8,468,477,10.3k,lion,3,7,10,304,278,7.9k,bounty-hunter,2,6,11,256,285,4.8k,beastmaster,3,11,11,475,421,7.5k,windranger,13,8,4,560,491,15.6k,lone-druid,16,3,13,638,680,15.5k,enigma,5,5,18,563,548,11.9k,tidehunter,4,5,19,511,396,10k,vengeful-spirit,5,6,18,349,297,7.9k,gyrocopter,10,5,16,525,570,18.3k
2275692910,China,58:26,Dire,outworld-devourer,22,8,12,564,588,26.1k,slardar,5,11,22,430,328,8k,beastmaster,3,14,27,554,416,14.3k,gyrocopter,11,11,17,554,644,27.2k,disruptor,5,11,25,486,358,6.8k,puck,13,10,27,555,496,24.5k,natures-prophet,4,14,30,488,462,9.3k,doom,10,7,33,554,541,22.4k,oracle,7,11,26,444,299,9.3k,juggernaut,20,6,19,558,581,20.8k
2275692023,China,43:29,Dire,templar-assassin,9,7,13,633,511,14k,lion,1,11,13,251,192,3.8k,batrider,5,9,23,380,345,13.2k,spirit-breaker,7,15,21,285,262,9.2k,spectre,12,8,13,683,552,17.6k,shadow-fiend,5,6,18,564,555,11.7k,ember-spirit,16,6,20,701,598,21.1k,slark,16,12,14,601,541,17.8k,lone-druid,6,3,19,702,598,11.8k,vengeful-spirit,7,10,20,344,359,6.5k
2275715560,China,19:09,Radiant,lion,5,1,7,308,291,4k,night-stalker,2,3,9,305,284,2.6k,natures-prophet,5,1,6,428,462,6.5k,spectre,3,1,10,466,447,5k,zeus,7,3,13,540,468,13.8k,dark-seer,0,6,1,406,383,3.8k,vengeful-spirit,0,4,5,231,206,2.2k,invoker,4,4,2,462,414,7.1k,lina,2,4,1,211,202,1.7k,sven,1,4,1,517,474,1.7k
2275702360,China,26:11,Dire,disruptor,0,5,4,223,183,3.8k,beastmaster,2,5,2,244,258,4.3k,spectre,1,3,3,345,348,5.8k,invoker,3,7,2,433,414,6.8k,rubick,0,6,2,156,158,3.2k,ember-spirit,7,2,10,669,607,11.4k,death-prophet,8,0,10,515,530,10.8k,faceless-void,3,1,6,365,368,4k,lion,3,2,7,336,280,3.9k,skywrath-mage,5,3,12,316,308,8k
2275669408,China,32:39,Dire,timbersaw,0,6,7,390,348,5.8k,bounty-hunter,3,5,15,197,284,6.7k,winter-wyvern,3,11,9,198,259,6.1k,batrider,10,4,11,394,395,12.8k,lone-druid,6,6,8,614,582,10.7k,beastmaster,14,4,4,573,593,14.9k,bane,4,4,9,361,302,7.2k,death-prophet,8,6,6,527,594,12.7k,sven,3,1,16,668,714,10.4k,io,1,8,12,254,259,4.3k
2275674636,China,23:45,Radiant,outworld-devourer,8,1,5,543,603,8.9k,natures-prophet,6,4,9,492,570,9.7k,gyrocopter,8,5,6,578,646,13.4k,enchantress,3,3,8,336,394,5k,winter-wyvern,0,1,12,276,331,4.4k,undying,0,7,7,273,223,2.6k,weaver,2,5,6,353,300,6.5k,batrider,3,7,6,396,364,6.6k,ursa,6,2,2,466,452,7.4k,lion,2,5,5,193,199,3k
2275625227,China,47:03,Dire,faceless-void,1,7,13,443,329,4.4k,earth-spirit,6,5,22,285,282,13.5k,invoker,7,7,14,517,573,18.1k,disruptor,5,9,15,207,220,4.9k,gyrocopter,10,10,13,480,476,17k,lion,6,6,17,339,317,9k,doom,10,5,17,521,527,14.8k,tidehunter,4,4,24,528,505,11.4k,bounty-hunter,5,7,22,319,363,7.1k,death-prophet,11,7,13,604,621,17.6k
2275633996,China,26:04,Radiant,outworld-devourer,9,5,5,487,548,11.9k,lone-druid,2,1,9,528,541,5.2k,omniknight,0,5,10,274,331,2.2k,bounty-hunter,2,3,12,265,360,5.8k,sven,7,1,5,763,741,8.6k,enigma,2,3,10,270,310,4.8k,alchemist,2,6,8,414,561,6.2k,razor,4,3,3,371,333,6.9k,night-stalker,3,4,9,281,288,6.1k,lich,4,4,8,354,261,7.5k
2275617467,China,30:41,Radiant,venomancer,3,4,9,509,541,10.2k,lone-druid,8,1,8,637,627,10.4k,faceless-void,4,2,10,414,389,4.9k,lion,2,5,10,258,250,6.1k,ancient-apparition,3,4,9,249,282,4.3k,beastmaster,3,3,4,350,324,4.6k,oracle,3,4,9,290,261,6.3k,gyrocopter,9,3,3,562,597,11.2k,death-prophet,1,7,1,402,380,3.5k,shadow-shaman,0,4,11,294,309,4.1k
2275610822,China,34:22,Radiant,silencer,3,4,14,285,282,7.1k,natures-prophet,3,6,18,400,472,7.3k,enchantress,8,3,13,392,433,11.1k,puck,6,2,13,596,557,13.4k,sven,9,2,8,574,617,9.5k,vengeful-spirit,1,7,13,208,185,3.2k,faceless-void,1,6,7,282,272,3.8k,ursa,6,5,3,338,401,7.8k,spirit-breaker,4,8,9,169,205,6.6k,invoker,4,3,6,596,597,14.8k
2275615360,China,24:45,Radiant,puck,6,1,13,449,476,9.5k,doom,3,1,12,361,396,5.5k,invoker,5,3,5,498,522,5.3k,slark,8,2,10,744,621,7.3k,winter-wyvern,2,0,14,291,286,4.2k,vengeful-spirit,0,5,3,157,169,1.9k,beastmaster,2,5,4,347,313,3.2k,skywrath-mage,3,7,2,259,231,4.8k,sven,2,4,1,434,458,3.4k,queen-of-pain,0,4,5,396,341,5.7k
2275604348,US East,31:43,Dire,lion,5,9,8,342,289,7k,slardar,2,8,11,451,342,6.4k,invoker,7,9,6,359,350,12.2k,earthshaker,2,7,12,236,256,5k,sven,5,8,6,392,386,7.6k,slark,10,1,15,957,751,11.4k,witch-doctor,7,5,9,285,343,6.5k,queen-of-pain,18,5,13,682,642,24.9k,bounty-hunter,0,5,23,251,369,4.2k,tidehunter,5,5,21,496,448,6.6k
2275604584,China,25:36,Dire,beastmaster,1,4,3,304,309,4.2k,sven,1,4,1,496,473,2.8k,chen,2,5,4,214,235,2k,death-prophet,4,5,3,432,406,5.4k,lion,0,4,8,186,185,3.5k,spectre,7,2,8,541,548,11.9k,natures-prophet,4,1,11,512,516,7.4k,batrider,7,3,10,413,444,9.2k,doom,2,3,11,307,359,4k,dazzle,2,1,11,393,372,4k
2275574010,China,29:55,Dire,enigma,7,6,8,362,384,9k,sven,1,9,10,502,420,9.3k,bounty-hunter,2,6,13,328,351,6.8k,necrophos,6,9,15,373,371,10.1k,invoker,6,7,13,515,401,13.9k,venomancer,2,7,16,259,369,7.4k,juggernaut,17,1,9,838,880,20.7k,vengeful-spirit,8,4,17,411,427,11.3k,slardar,9,6,15,494,459,10.6k,broodmother,1,4,18,617,567,9.1k
2275539378,US East,40:13,Radiant,spectre,6,2,20,614,529,9.5k,enchantress,4,5,17,378,311,6.3k,queen-of-pain,6,3,13,504,421,11k,witch-doctor,5,3,17,241,237,6.2k,beastmaster,6,3,7,492,448,7.5k,oracle,4,8,6,186,182,2.8k,faceless-void,1,4,8,420,342,2.6k,viper,3,6,5,354,312,9.4k,vengeful-spirit,1,4,9,229,178,2.4k,gyrocopter,7,6,8,379,469,13.4k
2275520640,China,27:26,Dire,sven,2,6,3,433,436,7.5k,puck,3,3,8,433,377,9.6k,vengeful-spirit,3,6,7,249,245,4.8k,dark-seer,3,8,8,306,345,8.1k,phoenix,1,6,7,227,212,3.4k,doom,6,3,16,495,453,9.5k,alchemist,7,2,16,753,960,12.6k,lich,7,2,9,317,342,9.5k,juggernaut,4,2,12,545,451,6.5k,bounty-hunter,5,4,20,353,428,6.5k
2275426403,US East,30:31,Dire,tusk,0,8,5,100,189,3.7k,outworld-devourer,3,5,3,458,469,6.2k,clockwerk,1,8,5,210,252,7.6k,enchantress,3,5,7,199,262,3.8k,phantom-lancer,3,4,3,475,445,8.1k,crystal-maiden,1,4,15,223,306,4k,ursa,7,0,4,601,608,6.7k,dark-seer,7,1,14,524,590,10.5k,witch-doctor,8,4,8,264,386,10.2k,windranger,5,2,13,451,492,11.4k
2275410588,US East,28:46,Dire,omniknight,0,9,4,152,169,1.7k,batrider,0,7,6,245,224,2.7k,shadow-fiend,4,10,5,362,360,7.9k,spectre,1,3,4,317,296,5.6k,earthshaker,5,6,2,280,297,10.4k,gyrocopter,8,3,19,346,502,11k,warlock,4,3,16,243,338,7.5k,doom,2,3,19,333,377,7.4k,death-prophet,11,4,11,599,590,17.7k,enchantress,10,0,7,310,437,9.8k
2275379829,US East,29:13,Radiant,bounty-hunter,4,6,16,338,436,6.3k,beastmaster,4,4,12,574,582,4.4k,outworld-devourer,14,2,8,655,679,17.5k,visage,3,2,10,313,401,6.4k,vengeful-spirit,6,5,12,522,552,7.4k,rubick,2,7,13,242,274,4.5k,lion,2,9,11,252,231,4.4k,lone-druid,2,2,10,621,586,10.2k,tidehunter,0,8,5,334,306,2.1k,windranger,12,5,1,413,491,6.8k
2275372823,US East,19:13,Radiant,invoker,10,3,5,519,752,12.4k,crystal-maiden,2,4,7,236,385,4.4k,bristleback,3,2,10,341,489,9k,lycan,2,1,7,270,507,3.6k,chen,1,1,8,256,491,2.4k,windranger,0,5,4,200,237,2.9k,clinkz,6,1,1,424,558,5.3k,lina,1,3,4,238,279,5.1k,omniknight,1,2,3,198,216,1.5k,zeus,3,7,7,306,290,13.3k
2275319820,US East,49:48,Radiant,skywrath-mage,4,11,19,373,328,11.7k,vengeful-spirit,0,11,18,262,280,3.8k,clinkz,17,6,6,659,726,15k,puck,8,3,20,653,760,17.4k,lone-druid,10,2,18,650,680,18.2k,earth-spirit,3,7,16,293,262,6.6k,beastmaster,11,6,13,561,475,11.5k,invoker,9,11,15,486,553,19.3k,chen,4,7,13,256,334,5.4k,jakiro,4,9,13,447,382,11.9k
2275155681,Europe West,44:19,Dire,natures-prophet,5,7,14,447,400,9.1k,spectre,10,5,11,661,509,17.7k,bounty-hunter,1,12,17,287,289,6.3k,earth-spirit,5,11,11,246,271,6.6k,phantom-lancer,4,9,12,531,431,9.8k,ember-spirit,16,2,9,730,755,18.1k,lion,2,9,20,371,315,7.3k,faceless-void,6,4,12,457,393,4.5k,spirit-breaker,6,8,27,344,302,7.1k,invoker,13,3,22,694,654,23k
2275109912,Europe West,1:24:35,Radiant,batrider,6,8,26,383,358,12.9k,gyrocopter,11,4,24,383,650,33.1k,outworld-devourer,9,8,25,383,444,16.6k,disruptor,7,8,19,330,259,8.9k,enchantress,10,5,9,383,384,14.2k,bane,4,8,19,247,201,7k,windranger,9,12,15,347,392,19.3k,doom,4,11,21,335,318,10.2k,ember-spirit,15,8,12,385,649,25.3k,faceless-void,1,4,21,322,268,4k
2275108656,Europe West,21:06,Dire,lifestealer,0,4,1,205,203,883,windranger,0,8,2,210,207,4k,spectre,2,10,0,215,247,3.6k,centaur-warrunner,0,5,1,118,117,849,lich,1,6,0,155,130,3.3k,phantom-assassin,4,0,9,618,682,5.2k,natures-prophet,6,0,14,504,635,9.9k,batrider,13,0,10,594,666,11.6k,enchantress,3,1,7,317,402,3.6k,pudge,7,2,12,373,474,9k
2275103001,Europe West,25:41,Dire,faceless-void,0,7,4,310,309,3.8k,puck,3,9,3,305,326,4.9k,lion,2,8,3,103,168,2.1k,gyrocopter,3,2,3,455,412,4.9k,witch-doctor,1,7,5,113,172,2.8k,zeus,11,2,19,572,485,23k,disruptor,4,4,14,268,257,5.3k,tidehunter,4,0,15,523,430,5.9k,vengeful-spirit,5,3,11,290,281,5.7k,morphling,7,0,15,574,528,10.8k
2275043972,Europe West,26:59,Dire,spirit-breaker,3,3,4,274,272,3k,tidehunter,0,5,5,286,229,2k,bloodseeker,5,7,1,377,395,6.5k,warlock,0,5,5,178,192,2.6k,razor,1,8,6,417,334,7.9k,slark,11,1,10,745,772,11.4k,natures-prophet,3,1,13,471,580,6.6k,invoker,10,4,13,526,544,14.5k,bounty-hunter,3,1,18,387,478,3.9k,jakiro,0,2,10,331,315,2.7k
2275028257,Europe West,35:03,Dire,bane,0,5,8,197,187,2.3k,enigma,2,4,5,320,325,5.6k,zeus,3,5,5,310,361,12k,slark,2,4,3,586,525,3.7k,faceless-void,1,6,6,266,258,1.3k,natures-prophet,7,0,11,646,677,8.9k,outworld-devourer,13,0,5,619,661,16.9k,batrider,3,2,12,448,420,4.9k,vengeful-spirit,0,4,8,293,309,1.9k,beastmaster,1,2,14,437,439,3.1k
2275034976,Europe West,23:27,Radiant,doom,5,1,16,410,405,5.7k,outworld-devourer,4,1,8,488,478,5.3k,winter-wyvern,1,2,11,317,273,5k,batrider,14,0,9,530,556,14k,huskar,8,2,10,395,434,12.6k,bane,0,9,6,141,176,3.7k,gyrocopter,3,6,1,323,355,8.5k,pugna,1,7,1,308,291,6.7k,lone-druid,0,5,1,428,384,1.3k,chen,1,5,3,159,221,4.5k
2275019458,Europe West,27:40,Dire,death-prophet,3,6,1,304,373,10.9k,weaver,1,0,1,333,337,6.4k,omniknight,1,7,2,195,234,4.1k,undying,2,7,4,185,197,4.9k,vengeful-spirit,0,7,6,108,151,2.6k,ancient-apparition,3,3,15,184,208,4.1k,oracle,9,3,12,296,280,10.6k,chaos-knight,5,0,13,422,403,8.3k,faceless-void,4,1,16,410,323,5.2k,queen-of-pain,4,0,13,582,505,12.9k
2275020312,Europe West,17:25,Radiant,mirana,6,2,18,402,496,8.3k,bane,2,2,15,262,315,5.3k,outworld-devourer,12,0,5,387,595,12.5k,beastmaster,3,1,5,422,477,3.4k,oracle,3,3,9,169,288,3.6k,tiny,1,5,3,230,270,4.6k,faceless-void,0,5,4,269,264,1.2k,vengeful-spirit,1,7,3,123,175,2.9k,queen-of-pain,5,4,2,323,344,6.4k,io,1,6,4,175,164,2.4k
2274989571,Europe West,37:54,Dire,witch-doctor,1,7,4,153,195,3.8k,alchemist,2,7,5,375,481,7.8k,io,3,9,6,228,225,4.8k,bristleback,3,4,5,467,527,13.6k,beastmaster,1,8,4,299,350,4.5k,invoker,9,1,15,710,703,12.6k,lina,4,3,18,375,395,10.2k,batrider,8,2,16,614,567,9.3k,sven,13,1,10,669,664,15.2k,earth-spirit,0,3,21,241,287,6.1k
2274978288,Europe West,40:18,Dire,sven,8,7,5,553,538,12.9k,vengeful-spirit,0,9,13,208,187,3.4k,oracle,3,5,11,252,206,3.5k,batrider,3,9,3,222,221,4.2k,windranger,6,6,8,352,354,9k,slark,22,0,10,809,860,20.8k,witch-doctor,4,6,14,275,293,5k,zeus,5,6,18,392,386,15.2k,earth-spirit,3,7,16,280,289,6.3k,tidehunter,2,2,20,483,356,6.5k
2274991806,Europe West,20:12,Radiant,earth-spirit,1,4,17,247,328,6.5k,spectre,9,2,11,526,591,7.6k,witch-doctor,4,2,11,280,392,4.6k,zeus,9,4,13,549,570,16.7k,lone-druid,6,0,4,604,691,6k,oracle,2,8,5,175,276,3.7k,invoker,4,5,2,442,454,5.8k,juggernaut,2,4,4,332,453,6.8k,vengeful-spirit,0,8,5,125,202,3.4k,beastmaster,3,4,5,323,357,5.4k
2274962792,Europe West,30:20,Radiant,enigma,7,6,20,483,529,8k,tidehunter,3,5,21,362,394,7.8k,spectre,16,5,31,601,649,26.2k,disruptor,1,7,28,401,374,6.6k,invoker,23,2,16,773,785,25.3k,earthshaker,1,14,3,193,243,5.6k,zeus,5,10,11,361,328,18.4k,lich,4,9,8,293,307,5.7k,puck,1,16,7,284,315,6.3k,slark,12,3,8,858,651,12.5k
